name,phone,totalDebt,minimumAccept,status,persona
Gregory Miles,9612913542,70698.52,32816.94,PENDING,delayed
Christine Ward,9336446932,115509.0,48104.7,PENDING,cooperative
Stephanie Reed,9575370399,145481.26,87430.67,PENDING,cooperative
Benjamin Patel,9325555852,291431.75,190384.85,PENDING,delayed
Charles Chan Jr.,1347919495,71164.89,39886.15,PENDING,high_risk
Stacey White,7006222287,240130.16,103808.46,PENDING,resistant
Jeffrey Brown,9147823389,21825.75,9765.98,PENDING,delayed
Jonathon Mason,3016548831,119583.12,58050.16,PENDING,cooperative
Ryan Wells,3641383107,268169.91,138989.23,PENDING,cooperative
Jordan Soto,1604570416,31936.0,16059.59,PENDING,cooperative
James Petty,7493985857,107559.47,49026.42,PENDING,delayed
George Avila,4220885539,200019.99,86910.65,PENDING,delayed
Gregory Reid,7106112383,138040.6,62624.06,PENDING,cooperative
Alicia Taylor,7533175393,130718.82,73944.28,PENDING,cooperative
Mrs. Diana Thornton,0740839709,68022.81,31933.46,PENDING,delayed
Andrew Mcgee,3217366441,190321.23,67494.62,PENDING,resistant
Ryan Brown,3347232957,212814.36,128664.56,PENDING,cooperative
Jessica Johnson,9554547172,34632.81,12689.08,PENDING,resistant
Christopher Kelly,6179229950,264523.76,168870.97,PENDING,high_risk
Kimberly Smith,9648861573,225400.47,117050.02,PENDING,cooperative
Adrian Stanley,1724851008,255037.35,164801.76,PENDING,cooperative
Charles Clark,5758667732,7234.13,5040.62,PENDING,cooperative
Beverly Lee,8675299285,85396.21,59285.43,PENDING,resistant
Michael Cooley,0117208335,174931.78,99852.09,PENDING,cooperative
Kathryn Baker,1886553715,87989.8,43276.75,PENDING,delayed
Steven Gross,7010202546,92063.28,33712.98,PENDING,cooperative
Bryan Campos,8344442854,104396.38,33211.09,PENDING,high_risk
Carolyn Copeland,0111756890,172818.24,77873.2,PENDING,resistant
Francisco Mahoney,5853958753,24311.67,11941.16,PENDING,delayed
Diane Ferguson,9977509744,164192.13,78629.31,PENDING,resistant
Charles Garcia,2369210331,150182.62,58485.15,PENDING,cooperative
Charles Phillips,8986684807,40221.8,27343.52,PENDING,resistant
Carolyn Ross,5665535134,185268.82,125111.45,PENDING,delayed
Joshua Carr,4967617846,123751.22,79391.26,PENDING,cooperative
Kayla Davis,2827137605,292707.84,169388.9,PENDING,delayed
Pamela Davis,5150720801,135026.59,72285.35,PENDING,delayed
Jasmine Campbell,0361262295,12852.67,5359.73,PENDING,cooperative
Jessica Robinson,1775145456,223557.31,111784.79,PENDING,delayed
Theresa Thompson,8168454478,208540.26,126058.48,PENDING,high_risk
Emily Peck,3205504510,186483.81,117047.57,PENDING,cooperative
Hannah Combs,2854490435,19688.12,7359.33,PENDING,delayed
Mary Bray,3981550094,81234.22,44089.2,PENDING,delayed
Alexandra King MD,3889263419,194135.4,90047.22,PENDING,delayed
Steven Rivera,4519530570,143188.16,86151.37,PENDING,resistant
Ronnie Clark,2932042600,22143.26,14361.63,PENDING,cooperative
Matthew Parks,6643095632,136290.22,56267.06,PENDING,delayed
Candice Rodgers,6490743674,41983.63,19518.29,PENDING,resistant
Dana Gomez,9718930343,274222.32,186323.91,PENDING,delayed
Denise Williams,3752939028,32156.91,22195.44,PENDING,resistant
Megan Green,6327274709,205081.25,100727.63,PENDING,high_risk
Jennifer Beard,0483903090,142528.72,49434.89,PENDING,delayed
Erik Smith,7494584745,255277.03,146960.22,PENDING,delayed
Michael Lopez,8990670878,287921.0,89604.14,PENDING,cooperative
Cory Morgan,2201143553,231446.92,151975.83,PENDING,cooperative
Scott Sanders,0571024872,197029.68,91376.52,PENDING,cooperative
Megan Powell,2969600926,254110.03,137423.27,PENDING,resistant
Erica Morris,6298111244,16673.78,10293.92,PENDING,resistant
Julie Wolf,9433940301,171037.85,109181.95,PENDING,delayed
Melissa Brown,0861151302,165801.84,55204.45,PENDING,resistant
Cassandra Gates,4996841933,44353.89,30902.47,PENDING,cooperative
Ms. Jasmine Ortiz MD,9704066074,291005.7,91683.46,PENDING,cooperative
Michelle Lane,0800646062,111101.4,70031.52,PENDING,high_risk
James Watkins,6740030455,290231.0,120762.81,PENDING,cooperative
Julie Hayes,7037657458,45350.17,27267.6,PENDING,cooperative
Judith Miller,5274302477,167290.17,93880.15,PENDING,delayed
Molly Brown,7639124211,71363.84,31974.48,PENDING,cooperative
Ralph Anderson,0903338549,182347.37,82264.56,PENDING,high_risk
Sarah Murray,1081214341,77890.51,52368.27,PENDING,delayed
Robert Copeland,8949485168,96185.87,38970.65,PENDING,delayed
Brittany Brown,8286233655,278109.47,84555.23,PENDING,cooperative
Ian Torres,6899036144,268070.75,111482.32,PENDING,cooperative
Shawn Fleming,1361131966,29273.94,17670.63,PENDING,cooperative
Calvin Miller,8757823386,160753.73,89206.96,PENDING,cooperative
Holly Ramirez,7262599621,161078.28,87293.27,PENDING,cooperative
Rebecca Singh,3687343317,107896.95,69518.09,PENDING,high_risk
Linda Campos,1234611391,144454.97,58000.78,PENDING,cooperative
Sandra Cruz,6188200212,91879.89,47700.43,PENDING,cooperative
Kimberly Mitchell,7971850965,193963.26,59197.11,PENDING,delayed
Allison Miller,6364876775,102551.35,41997.84,PENDING,resistant
Cindy Norris,9144408928,152977.12,105416.82,PENDING,delayed
Donald Martinez,6664850615,243438.28,122953.57,PENDING,cooperative
Michael Martin,2149948720,148214.59,48984.77,PENDING,cooperative
Helen Bennett,8647359041,173101.58,93773.92,PENDING,cooperative
David Zimmerman,9799758030,215869.42,126070.71,PENDING,delayed
Chad Floyd,6007382497,294504.15,94675.72,PENDING,cooperative
Nathaniel Strong,3391846010,147657.59,87854.69,PENDING,delayed
Rachel Carpenter,4985366494,265224.45,171712.5,PENDING,high_risk
James Willis,9827850298,14698.49,4961.61,PENDING,cooperative
Daniel Rice,3302457599,147458.63,78323.36,PENDING,cooperative
Taylor Mcclure,7309347003,74264.29,32360.29,PENDING,cooperative
Christy Pena,2038536228,51866.7,31633.41,PENDING,resistant
Thomas Hooper,5802465932,124629.3,40557.42,PENDING,high_risk
Derrick James,5480423092,168977.74,101230.72,PENDING,cooperative
Terry Silva,4681010614,108198.75,39040.26,PENDING,delayed
Jeremy Schroeder,0584531770,171484.63,53269.77,PENDING,high_risk
Vanessa Lewis,7651557958,83386.29,34080.77,PENDING,delayed
Pamela Ramos,6622567611,75752.96,45230.83,PENDING,delayed
Alison Casey,6612661897,73145.48,37866.35,PENDING,cooperative
Mrs. Christine Torres,0185792053,16344.13,5831.63,PENDING,delayed
Micheal Whitney,6954179893,215098.29,102524.85,PENDING,high_risk
Patrick Green,5805410118,63261.03,23599.08,PENDING,delayed
Adam Taylor,3159157503,284259.07,162955.03,PENDING,delayed
Cindy Wilson,8253342365,45435.0,30697.65,PENDING,delayed
Gary Harper,8996630037,147666.81,60117.95,PENDING,cooperative
Dr. Richard Kennedy,9356100617,204294.81,71732.92,PENDING,delayed
Christopher Scott,7042659197,143188.01,93330.32,PENDING,delayed
Brenda Cabrera,2448268536,41169.96,28613.78,PENDING,resistant
Sarah Parsons,0718195932,120003.03,74106.64,PENDING,cooperative
Lee Rasmussen,9968722528,67632.03,23465.0,PENDING,delayed
Jennifer Johnson,2165900984,268439.33,150644.16,PENDING,cooperative
Allison Horne,9628415513,286795.58,135490.62,PENDING,delayed
Johnathan Boyle,6883933091,169554.2,68761.94,PENDING,cooperative
Shawn Hernandez,5141931576,54725.24,26327.19,PENDING,cooperative
Carol Oconnor,2516184936,154212.86,107432.31,PENDING,cooperative
Brandon Cunningham,8820476152,272768.24,108354.99,PENDING,cooperative
Kevin Potts,8485085606,252566.04,89401.83,PENDING,resistant
Samantha Padilla,7767554938,220814.24,103989.44,PENDING,cooperative
Christopher Jones,8396759614,74866.54,29829.52,PENDING,resistant
Charles Johnson,9766857142,72968.94,25056.19,PENDING,delayed
Kimberly Weaver,4874345819,297448.89,175296.7,PENDING,high_risk
Albert Barnes,6217505769,160401.36,95262.69,PENDING,delayed
Tanya Cox,1735570953,43329.36,15899.53,PENDING,resistant
Lisa Hernandez,6545134217,190950.31,126592.91,PENDING,delayed
Martin Watson,7600569978,230219.48,144935.04,PENDING,resistant
Dennis Chung,7163204841,15065.34,9964.03,PENDING,delayed
Kayla Moody,5463884064,104640.53,57880.78,PENDING,cooperative
Eduardo Foster,8271869043,146332.47,75707.12,PENDING,delayed
Denise Chase,0902130614,86671.4,54951.31,PENDING,cooperative
Sandra Floyd,3496682390,217618.15,106810.9,PENDING,delayed
Joshua Rodriguez,7921942567,15402.56,5843.67,PENDING,resistant
Sarah Hull,6383394143,26127.93,10204.72,PENDING,cooperative
Susan Copeland,2743442068,216400.4,77992.42,PENDING,cooperative
Dennis Rasmussen,0758728871,35897.13,21965.02,PENDING,resistant
William Campbell,7270356455,25858.8,9522.07,PENDING,cooperative
John Kelly,8579294662,267047.9,99217.52,PENDING,cooperative
Kelly Alvarez,3829811669,101328.72,38001.52,PENDING,cooperative
Michael Wolf,5502473053,98049.84,42469.34,PENDING,cooperative
Adam Ali,7100830925,26910.55,16715.16,PENDING,delayed
Maria Roberts,4877961786,10754.69,7466.46,PENDING,resistant
Sarah Chandler,9420075483,211089.81,76251.18,PENDING,delayed
Gina Pineda,4893732204,156563.24,80790.01,PENDING,cooperative
Ronald Roach,4237238166,81801.98,51776.54,PENDING,cooperative
Jessica Bruce,2541369577,273496.83,157686.31,PENDING,resistant
Isaiah Harrell,4505562006,265608.14,133855.04,PENDING,delayed
Kimberly Larsen,0583078632,210976.67,119155.34,PENDING,high_risk
Juan Shea,7432297079,104801.93,62443.58,PENDING,cooperative
Heather Bernard,6274754297,270022.12,180064.11,PENDING,delayed
Jeffrey Daniels,1255184563,212377.08,94711.02,PENDING,cooperative
Bridget Walsh,8900656536,158834.77,70869.05,PENDING,cooperative
Kenneth Kim,6300594259,131018.27,49583.64,PENDING,cooperative
Stacy Fisher,9996363880,38265.95,11480.54,PENDING,delayed
Tracey Livingston,1431531677,255613.47,163364.31,PENDING,cooperative
Abigail Anderson,2846752131,91267.46,62547.54,PENDING,cooperative
Jennifer Miller,3640918821,285264.89,145081.38,PENDING,high_risk
Timothy Gray,6287425378,124165.67,41153.21,PENDING,cooperative
Peter Powers,3536941823,75282.81,32643.06,PENDING,delayed
Jill Gutierrez,5087508676,76664.86,46205.8,PENDING,cooperative
Jonathon Ruiz Jr.,5249278647,108026.55,50523.66,PENDING,cooperative
Thomas Martin,8051406765,213739.2,89569.84,PENDING,cooperative
Sarah Reynolds,0563000695,197176.3,115352.59,PENDING,high_risk
Mr. Jose Hernandez DDS,1229408637,210985.54,95324.51,PENDING,delayed
Nicole Weber,9811791710,57307.43,24041.9,PENDING,cooperative
Todd Jackson,5506608731,47615.39,15952.52,PENDING,delayed
Patrick Haley,9949057981,9450.63,5112.86,PENDING,cooperative
Crystal Salinas,6735761275,35278.57,12318.63,PENDING,delayed
Debra Rodriguez,6369635610,59072.43,28718.79,PENDING,cooperative
Jeffrey Horton,1149420276,10597.76,3670.37,PENDING,cooperative
Jennifer Edwards,0185041621,295524.23,180497.36,PENDING,cooperative
Michelle Golden,6250878558,238750.01,88515.2,PENDING,cooperative
Gary Harrison,5099645919,155792.12,58777.0,PENDING,delayed
Jessica Taylor,8479637632,158953.42,65292.11,PENDING,resistant
Jennifer Barton,7688617295,165075.38,113165.26,PENDING,cooperative
Mark Ferguson,3427305854,274138.65,157587.86,PENDING,delayed
Brittany Hall,0821898905,49884.23,31630.52,PENDING,cooperative
Samantha Reed,4447063890,297501.8,146210.37,PENDING,cooperative
Eric Miller,0446462515,103717.14,53786.77,PENDING,cooperative
Kevin King,9206763142,78825.56,46081.25,PENDING,high_risk
Kevin Anderson,2149653165,54289.17,29700.49,PENDING,cooperative
Dustin Peck,9702735849,250783.7,87261.92,PENDING,delayed
Richard Jacobs,6810337157,42432.32,18522.23,PENDING,cooperative
Matthew Kelly,5126294806,237551.93,157258.12,PENDING,high_risk
Chase Kelly,4962282586,156352.23,47049.72,PENDING,cooperative
Joan Garcia,1649543462,268855.13,147440.89,PENDING,delayed
James Gonzalez,8617460500,209597.69,96265.11,PENDING,cooperative
Stephen Price,4741528833,267279.2,87589.07,PENDING,delayed
Julie Price,6147372724,220735.77,66644.72,PENDING,resistant
Suzanne Daniels,4712193985,259848.13,141109.09,PENDING,cooperative
Michael Smith,7107612053,251457.6,113189.83,PENDING,cooperative
Janet White,9743200513,8985.38,3192.49,PENDING,cooperative
Philip Farley,8160579607,31628.48,16308.5,PENDING,resistant
Diana Hernandez,1164369298,175006.91,69102.54,PENDING,high_risk
Randy Wright,4322928397,15600.11,9383.78,PENDING,cooperative
Matthew Stevens,0841311429,35203.28,17151.96,PENDING,high_risk
Eric Murphy,1322237431,239382.14,107396.11,PENDING,cooperative
Jacob Thornton,7607360872,85765.8,59008.01,PENDING,cooperative
Deanna Webb,4024514969,210894.71,70976.41,PENDING,cooperative
Samuel Davies,2709757286,222566.84,140185.33,PENDING,cooperative
Jennifer Sanchez,2438434616,260358.0,136447.49,PENDING,resistant
David Allen,0742816660,280938.9,87916.18,PENDING,delayed
Carla Young,7289394540,165988.84,77207.4,PENDING,cooperative
Arthur Joseph,9919521955,180553.68,80662.52,PENDING,cooperative
Donna Henderson,7256328661,273885.68,145157.25,PENDING,high_risk
Christopher Medina,4084146360,118975.72,52457.09,PENDING,resistant
Jeffery Dixon,7084311601,102588.08,50998.04,PENDING,delayed
Michael Patterson,4966964024,156495.08,91587.17,PENDING,delayed
Anna Lewis,5719701368,129876.06,48751.71,PENDING,delayed
Johnny Park,5624809461,68984.91,22212.61,PENDING,delayed
Amy Erickson,8077723007,205039.77,74349.12,PENDING,resistant
Tracy Wilkinson,4640347406,222182.79,88930.77,PENDING,cooperative
James Smith,4577575351,232691.86,93447.14,PENDING,resistant
Alexandra Hall,5043371668,20759.31,9980.94,PENDING,cooperative
Hannah Anderson,4610247946,61752.43,21944.08,PENDING,resistant
Robin Curtis,1538248275,240744.75,151103.41,PENDING,high_risk
Allison Lopez,9305910656,74494.12,23383.73,PENDING,delayed
Angela Davis,2179390250,163095.45,97599.68,PENDING,cooperative
Daniel King,2326249504,200505.61,95816.01,PENDING,cooperative
Mrs. Jodi Boyer,6640564433,140925.14,58212.53,PENDING,high_risk
Shannon Taylor,4336116073,230402.88,114456.81,PENDING,resistant
Stephanie Brown,4226649768,48653.82,22858.8,PENDING,cooperative
Melissa Rodriguez,0551762134,10975.17,4900.27,PENDING,resistant
Willie Allen,3873592880,80753.03,47295.02,PENDING,resistant
Jenny Gutierrez,1356572503,147476.73,94878.02,PENDING,resistant
Emma Parker,0907771153,108708.65,57586.36,PENDING,cooperative
Leslie Carlson,0058645001,191319.55,94206.08,PENDING,cooperative
Matthew Clark,2848456120,213283.61,133631.76,PENDING,delayed
Natalie Gibson,7923229529,225370.11,142783.14,PENDING,resistant
Zachary Perez,1685938572,86415.73,52826.64,PENDING,cooperative
Jordan Jones,2183319588,124401.49,73388.55,PENDING,delayed
Melissa Richard,7203327651,277126.65,164156.84,PENDING,cooperative
James Payne,2368472806,20217.1,12088.42,PENDING,delayed
Cassidy Vasquez,4983704957,75081.89,34462.41,PENDING,delayed
John Jones,7937605642,14013.33,5803.17,PENDING,high_risk
Kenneth Carter,2378792312,265730.06,124102.45,PENDING,cooperative
Christopher Perez,5297977491,113609.22,78749.35,PENDING,high_risk
Vickie Johnson,4487175687,233052.77,72440.14,PENDING,delayed
Amanda Lee,6560579956,12883.14,5944.24,PENDING,high_risk
William Lane,6546052659,246412.7,79137.36,PENDING,cooperative
Marie Rivera,7093825446,144035.44,88816.26,PENDING,resistant
Barry Ryan,0949259193,7856.78,4216.86,PENDING,cooperative
Phillip Pena,0729084475,231563.78,99427.68,PENDING,cooperative
James Jenkins,5629019761,179688.1,96428.9,PENDING,delayed
Zachary Rodriguez,4991317269,233896.75,144535.46,PENDING,high_risk
Kathryn Roberts,9487410948,278670.05,130646.06,PENDING,cooperative
Molly Gonzalez,3763448894,244103.52,75313.24,PENDING,cooperative
James Hamilton,9901989046,179252.82,62658.52,PENDING,cooperative
Steven Walker,7584384781,82338.94,39001.45,PENDING,delayed
Joseph Macdonald,7040609860,126950.69,83646.22,PENDING,delayed
Jason Lopez,2499870905,169263.11,99224.08,PENDING,delayed
Eric Mcneil,8635259153,238900.26,161091.26,PENDING,cooperative
Howard Williamson,4147062611,247487.77,124338.23,PENDING,cooperative
Ronnie Atkins,9003522012,296960.71,149543.75,PENDING,cooperative
Julie Scott,2865159148,119168.23,65907.01,PENDING,cooperative
Vickie Brown,9253265339,168610.71,88882.29,PENDING,resistant
Rachel Wong,2821705467,14382.2,5086.95,PENDING,cooperative
James Durham,3389544412,144903.44,100753.14,PENDING,resistant
David Barrett,5111026036,5047.91,3279.53,PENDING,delayed
Shane Anderson,7831729991,78517.57,49464.13,PENDING,resistant
Amy Diaz,5008844929,265575.48,128206.13,PENDING,cooperative
Lisa Jennings,1395808682,26463.9,14212.04,PENDING,cooperative
William Allen,5020615147,124275.28,64906.39,PENDING,resistant
Joanna Francis,6590531767,165072.21,92470.82,PENDING,cooperative
Luis Baker,2670854673,21382.79,10164.16,PENDING,cooperative
Michael Bender,3908597045,96577.64,36565.43,PENDING,high_risk
Philip Hebert,7257709507,101493.21,49696.01,PENDING,cooperative
Crystal Freeman,8496773649,142188.91,90086.33,PENDING,cooperative
Erin Walters,7618357796,99057.63,55235.46,PENDING,cooperative
Mrs. Kristi Haas DDS,9842721073,294081.95,92963.53,PENDING,delayed
Leonard Rice,1158899735,138733.74,82932.65,PENDING,cooperative
Shannon Henderson,0761567632,232551.5,74342.56,PENDING,high_risk
Maria French,9841079455,111229.82,68380.35,PENDING,resistant
Joseph Kelly,2790576010,21068.93,12007.43,PENDING,resistant
William Russell,1526956332,259376.37,148743.05,PENDING,cooperative
Lauren Hill,4521730829,91375.7,55376.61,PENDING,delayed
Becky Flores,4402589583,73447.89,22836.65,PENDING,high_risk
Michael Lee,6294604922,293200.72,184763.45,PENDING,cooperative
Clifford Roach,1068319471,291346.95,187656.14,PENDING,delayed
Brittany Williams,3736334256,123083.41,51786.28,PENDING,delayed
David Anderson,7279581957,189780.97,129831.16,PENDING,cooperative
Mark Young,2260843668,24267.73,8672.3,PENDING,resistant
Jasmine Richards,1918251068,193237.21,128724.34,PENDING,resistant
Jonathan Goodwin,4487077482,61863.02,19105.36,PENDING,cooperative
Michael Alvarez,3487327862,221553.27,133106.71,PENDING,resistant
Tammy Adkins,8943496617,287344.65,170693.69,PENDING,cooperative
Mr. Terry Anderson,2600457128,196359.01,97935.26,PENDING,cooperative
Brian Kim,0371824271,80823.25,25131.02,PENDING,delayed
Carol Brown,2297351443,277630.8,98454.73,PENDING,cooperative
Nicole Ramirez,6736701605,171794.17,112243.72,PENDING,high_risk
Nancy Carlson,4957997555,194832.13,65666.84,PENDING,cooperative
Roger Meyer,1964021959,50080.81,18427.25,PENDING,cooperative
Christine Riley,7352854920,101069.09,67732.21,PENDING,delayed
Angel White,1535276167,46341.4,18961.21,PENDING,cooperative
Mary Armstrong,1047341562,179161.49,106985.62,PENDING,cooperative
Donald Sanchez,8505235114,130272.91,59559.02,PENDING,resistant
Melissa Bowers,6746419671,252656.11,105425.69,PENDING,cooperative
Marcus Perez,6323394483,238869.29,114588.34,PENDING,high_risk
Amanda Ortiz,1033933989,225263.95,75050.86,PENDING,resistant
Terry Gregory,7801630983,72422.42,35598.23,PENDING,cooperative
Jean Roach,3260249490,164963.78,77991.42,PENDING,delayed
William Smith,6249453944,54816.15,31745.46,PENDING,cooperative
Julia Robinson,8104168088,48755.17,31485.3,PENDING,cooperative
Jason Gibbs,3754406051,168759.66,59060.21,PENDING,cooperative
Brian Johnson,2883731603,135515.41,71065.59,PENDING,resistant
Peter Perry,6734885152,30291.98,11181.18,PENDING,cooperative
Jeffrey Baker,9353906312,98755.92,37491.02,PENDING,cooperative
Jodi Jackson,3894088644,246937.87,139743.15,PENDING,cooperative
Edward Rubio,8024018139,42825.7,21953.77,PENDING,resistant
Sandra Davenport,5919362447,59186.1,35639.39,PENDING,cooperative
Stephanie Patterson,1446648780,25472.41,10430.91,PENDING,cooperative
Tamara Taylor,8238285816,173871.15,105768.08,PENDING,cooperative
Kelli Howell,3897220226,6990.5,2966.51,PENDING,high_risk
Barbara Bradley,7388541695,85607.1,36371.17,PENDING,cooperative
Anna Wood,0612924803,232905.63,122511.7,PENDING,delayed
Michelle Pierce,0389362764,276340.14,100607.49,PENDING,high_risk
Elizabeth Obrien,5034892537,262400.57,182885.35,PENDING,cooperative
Christopher Williams,1007763201,74804.54,30624.63,PENDING,cooperative
Curtis Gonzalez,5185373819,8184.65,4357.46,PENDING,cooperative
Rebecca Black,1919454954,76162.84,43570.6,PENDING,delayed
Colleen Reid,2357614055,230114.91,127780.64,PENDING,cooperative
Jessica Lewis,7811758014,32747.44,14381.58,PENDING,resistant
Drew Meza MD,1715114535,137749.72,73245.24,PENDING,high_risk
Jillian Dillon,5831184927,193257.92,114216.55,PENDING,resistant
Justin Ortiz,9195803127,18945.29,11332.1,PENDING,resistant
Michael David,3895127231,291475.06,93561.44,PENDING,delayed
Bryan Hudson,1025604814,297002.08,99004.01,PENDING,high_risk
Patrick Miller,3939573790,128288.27,54662.4,PENDING,high_risk
Mark Thomas,9213139682,290966.28,116663.2,PENDING,delayed
Samuel Jones,2992338081,256050.43,90399.38,PENDING,delayed
Charles Rivera,2067814305,74225.62,32821.34,PENDING,cooperative
Elizabeth Robinson,0432995539,241513.22,87472.03,PENDING,delayed
Adam Delgado,5268128934,100934.87,55053.81,PENDING,cooperative
Ryan Thomas,0773436901,120954.46,68542.92,PENDING,cooperative
Michelle Hill,3399698914,71989.17,36461.89,PENDING,cooperative
Kari Robinson,0443906141,44173.59,15228.89,PENDING,resistant
Stacey Phillips,7097369213,119572.44,47308.24,PENDING,delayed
Victoria Powell,0836093075,38189.9,26356.22,PENDING,resistant
Robert Green,0977492988,48025.53,16844.09,PENDING,cooperative
Jennifer Quinn,6705642494,203660.62,81695.51,PENDING,cooperative
Heather Leblanc,2084120834,158450.05,88309.24,PENDING,cooperative
Antonio Goodwin,5316514810,192251.99,94604.91,PENDING,cooperative
Sara Thomas,5843916635,8225.48,5122.24,PENDING,delayed
Matthew Hart,6906916820,288135.58,88751.74,PENDING,delayed
Jonathan Mccoy,2991591314,254588.17,104904.82,PENDING,delayed
Kristine Rush,6458863429,189945.83,117411.98,PENDING,resistant
Molly Jones,8405094015,286598.2,138146.68,PENDING,delayed
Crystal Harrison,7441583719,69395.21,32381.65,PENDING,cooperative
Nicole Mitchell,7559936576,25666.5,13961.09,PENDING,delayed
Patrick Kelley,3124028003,245833.11,154165.28,PENDING,delayed
Matthew Duncan,0990292903,227882.19,148134.97,PENDING,resistant
Taylor Frye,7720163306,240657.17,88499.6,PENDING,high_risk
Nicole Kramer,4754861254,36722.76,17407.91,PENDING,delayed
Bill Simmons,4748840267,163921.27,74049.87,PENDING,delayed
Mark Adams,3499615713,47794.9,30551.49,PENDING,resistant
Abigail Stevens,5600535113,102098.25,53142.62,PENDING,delayed
Troy Edwards,3257435894,184160.58,128066.58,PENDING,high_risk
Spencer Marshall,3814040866,158566.27,79614.09,PENDING,delayed
Stephanie Johnson,7420905124,50951.43,23392.98,PENDING,resistant
Christina Rogers,1779826985,195147.71,132608.69,PENDING,delayed
Cody Chambers DDS,0988655977,270979.09,92395.78,PENDING,high_risk
Michelle Gutierrez,7868867038,145155.16,78704.35,PENDING,cooperative
Gary Garcia,2702563989,84251.29,33040.86,PENDING,cooperative
Daniel Andrews,4513907668,240546.03,155468.19,PENDING,cooperative
Steven Hopkins,9933372141,104635.21,53590.33,PENDING,delayed
James Johnson,9918550418,141030.7,50157.16,PENDING,delayed
Kimberly Hale,4673573456,206518.14,90028.13,PENDING,resistant
William Sandoval,6350014756,111533.9,36912.21,PENDING,cooperative
Erica Johnson,9931947401,175303.04,95691.82,PENDING,cooperative
Karen Edwards,5665102250,255116.8,131937.06,PENDING,cooperative
Robert Valentine,8891658092,41390.22,16764.73,PENDING,delayed
Joshua Decker,0265575077,52330.61,32353.99,PENDING,delayed
Edward Green,4477530217,245197.24,115816.98,PENDING,delayed
Alyssa Anderson,4984336131,257162.31,84153.13,PENDING,delayed
Holly Jones,4726680136,145924.22,74618.38,PENDING,delayed
Mary Brooks,6773526393,85685.03,34061.3,PENDING,cooperative
Dr. Amanda Day,9416508211,178356.0,93735.4,PENDING,cooperative
Valerie Roberts,0200689360,161205.62,108052.74,PENDING,high_risk
Brian Mcgee,8884462499,82628.55,31250.7,PENDING,cooperative
Bryan Luna,7339479398,66036.02,34828.02,PENDING,delayed
Dr. Natalie Stephens,5192985519,112498.31,48741.01,PENDING,resistant
Kristina Elliott,6593072641,265430.26,96926.85,PENDING,delayed
Michelle Perry,2125715390,89813.29,58629.96,PENDING,cooperative
Grant Sandoval,9599347399,5305.6,2454.57,PENDING,delayed
Jesus Johnson,6303615894,66375.93,36603.67,PENDING,cooperative
Robert Reed,3048585592,197872.07,131938.39,PENDING,high_risk
Stephanie Morales,1520350940,77616.97,52628.18,PENDING,resistant
Jonathan Baker,9513197678,141434.92,51281.67,PENDING,cooperative
Gerald Hanson,4581325679,195047.75,117041.84,PENDING,resistant
David Stafford,1737025801,16683.47,10194.64,PENDING,delayed
Jose Wells,2104578280,16893.07,6593.58,PENDING,delayed
Paul Rodriguez,6454354072,177898.05,117090.31,PENDING,cooperative
Jessica Anderson,3090143779,272198.04,93143.72,PENDING,cooperative
Samantha Le,0625218597,71912.66,43675.15,PENDING,cooperative
Steven Gomez,0024837742,225617.36,155835.43,PENDING,resistant
James Johnston,2766696675,109771.54,69809.85,PENDING,delayed
Margaret Gray,5530902179,167762.68,88336.77,PENDING,resistant
Kristin Hooper,9079794116,174878.07,96878.21,PENDING,delayed
Jason Castillo,5749290031,283844.43,145255.37,PENDING,cooperative
Kathryn Stanton,7462052249,80029.82,33842.68,PENDING,delayed
Sharon Turner,6501208766,190849.88,77789.49,PENDING,delayed
Brenda Shepherd,2647930092,121553.12,82437.59,PENDING,cooperative
Peter Jones,8447559485,281305.96,132008.53,PENDING,cooperative
Derek Turner,9711508609,206056.11,99977.84,PENDING,resistant
Kenneth Aguirre,5518539047,257662.78,113327.82,PENDING,delayed
Melissa Romero,7049439427,101263.26,68250.7,PENDING,resistant
Joy Butler,0529537675,194131.57,103941.48,PENDING,cooperative
Christopher Meza,8539258576,59392.64,28918.03,PENDING,delayed
Brittany Black,4674985210,286900.01,175186.42,PENDING,high_risk
Brittany West,3830306452,22048.51,14248.18,PENDING,resistant
Alexis Gutierrez,3899375314,63737.32,29782.05,PENDING,resistant
Sandy Young,6454831733,194946.88,97512.59,PENDING,cooperative
Chloe Brown,7473506122,118139.13,36161.42,PENDING,high_risk
Aaron Russell,3835321572,294580.81,193281.4,PENDING,cooperative
Joseph Grant,7785905162,108126.57,72491.19,PENDING,resistant
Hannah Hall,2397574476,195036.97,71852.98,PENDING,cooperative
Sarah Goodman,9438868412,72522.2,39926.8,PENDING,resistant
Alicia Graham,3601604511,34161.66,15209.27,PENDING,resistant
Robin Schneider,1689505716,281496.67,162977.26,PENDING,resistant
Eric Thompson,5009187756,204625.85,80454.02,PENDING,resistant
Juan Adams,8165267125,258986.83,100410.74,PENDING,delayed
Anthony Stanley,3192568785,197979.62,134417.01,PENDING,cooperative
Kelsey Brown,5596916271,63533.22,42912.52,PENDING,cooperative
Donald Herring,3409246925,124775.22,63805.55,PENDING,cooperative
Daniel Burgess,3657980259,131400.12,43260.22,PENDING,high_risk
Jeffery Lloyd,2622825254,47801.78,15605.08,PENDING,cooperative
Justin Cochran,9314004774,252157.02,148293.03,PENDING,cooperative
